Name,Image_url,Price,Description
Pink Flannel Convertible Pant Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-594018.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-350128.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-534875.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-953105.jpg?v=1625989309', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-491116.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-111323.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-179966.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-300373.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-232445.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-443566.jpg?v=1625989303', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-800316.jpg?v=1625989309', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-868160.jpg?v=1625989309', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-535055.jpg?v=1625989303']","₹4,630","A utilitarian's dream, these Convertible 100% Cotton Flannel Pant Shorts are a wardrobe staple. For days when you want your legs to breathe, you can wear them as shorts. When the mercury dips, just attach the lower part using the buttoned lining. This convertible looks fabulous as shorts, as well as a pant. It comes with 2 pockets for your hands to rest.
Wear it with a crop top and espadrilles and look fantastic.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Sky Blue Handspun Cozy Bermuda Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4636.jpg?v=1637644614', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4640.jpg?v=1637644614', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4629.jpg?v=1637644614', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4635.jpg?v=1637644614', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4632.jpg?v=1637644611', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4637.jpg?v=1637644600']","₹4,300","Designed in a contemporary silhouette, these breezy Bermuda shorts are perfect for a lazy day. With a drawstring at the waist for a snug fit, these come with subtle detailing of sea-shell buttons. Complete with 2 large inseam pockets for resting your hands (and your stuff), they go well with a pair of white slide sandals.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Olive Green Solid Cotton Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-451621.jpg?v=1625847458', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-974059.jpg?v=1625847458', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-621023.jpg?v=1625847458', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-740813.jpg?v=1625847458', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-526123.jpg?v=1625847458']","₹2,470","A casual getaway, or a sunny day by the beach, these shorts fit every occasion perfectly. Made from soft and breathable cotton flax, they come with the statement mobile pocket to keep your phone safe. All you need more is a pair of slip-ons and glasses to rock your beach game.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
White Crinkled Cotton Frilled Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-801486.jpg?v=1625850974', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-788036.jpg?v=1625850974', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-shorts-689966.jpg?v=1625850975', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-386538.jpg?v=1625850974', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-773334.jpg?v=1625850974']","₹3,560","A skirt in disguise, it is a light, relaxed, and frilled shorts that is most comfy for a summer outing. Pair it with a white crop top and flip-flops, and you're summer-ready!Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Sage Green Cotton Corduroy Baggy Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-273010.jpg?v=1625844335', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-734767.jpg?v=1625844335', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-353930.jpg?v=1625844335', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-623506.jpg?v=1625844335', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-769585.jpg?v=1625844335', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-191176.jpg?v=1625844335', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-706707.jpg?v=1625844335']","₹3,200","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.This product can also be worn as a maternity outfit. "
Red Solid Cotton Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-467892.jpg?v=1611250620', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-349011.jpg?v=1611250620', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-775353.jpg?v=1611250620', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-704787.jpg?v=1611250620', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-272345.jpg?v=1611250620']","₹2,460","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Striped Handwoven Flared Godet Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-538822.jpg?v=1625990161', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-546514.jpg?v=1625990161', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-698573.jpg?v=1625990161', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-662355.jpg?v=1625990161', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-178092.jpg?v=1625990161', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-621927.jpg?v=1625990161']","₹4,180","Mustards are a must-have for a day-time wardrobe. More so, when you get them as cute flared shorts. Made from 100% cotton these godet shorts are designed with a bandless waist for a smooth silhouette. It comes with inseam pockets for all your stuff and a concealed zip on the left for a snug fit. Style it with a pair of gladiators and your favorite white top to look effortless from sunrise to sunset.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Beige Kalamkari Comfort Fit Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-967022.jpg?v=1625847178', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-541711.jpg?v=1625847179', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-160100.jpg?v=1625847178', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-205281.jpg?v=1625847178', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-175263.jpg?v=1625847178', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-919646.jpg?v=1625847179']","₹2,630","These Kalamkari 100% Cotton Shorts are a classic you need to have in your wardrobe. Featuring a beautiful floral pattern, these shorts come with a half-elasticated waist. The curved hem adds to its looks while the 2 inseam pockets let you carry your essentials.Wear it with a flared top and slide sandals for a breezy look.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Orange Handspun Mirror Work Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-526328.jpg?v=1625849349', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-733057.jpg?v=1625849349', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-767842.jpg?v=1625849349', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-888758.jpg?v=1625849349', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-904666.jpg?v=1625849349']","₹3,040","Amp up your wardrobe with these classic Handspun 100% Cotton Shorts. Featuring hand mirror work on the front, these shorts come with a half-elasticated waist. The shorts have with 2 inseam pockets and an exposed zip at front.Pair it with a flared camisole top and espadrilles for a chic look.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Teal Blue Comfort Fit Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-596694.jpg?v=1611244484', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-293275.jpg?v=1611244484', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-778495.jpg?v=1611244484', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-806010.jpg?v=1611244484', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-111204.jpg?v=1611244484']","₹1,900","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Breezy Handspun Cotton Checks Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-232614.jpg?v=1626172136', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-555500.jpg?v=1626172136', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-464794.jpg?v=1626172136', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-582325.jpg?v=1626172136', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-254477.jpg?v=1626172136']","₹3,200","Heading out to the beach? This summer stroll in style with our short shorts. With fully elasticated waist and patch pockets, this is the most versatile a pair of shorts can get. Strike a pose with your favorite t-shirt tucked in these shorts with bottle green slide sandals.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Breezy Off-White Striped Mid-Rise Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-337767.jpg?v=1611242488', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-859021.jpg?v=1611242488', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-205108.jpg?v=1611242488', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-569563.jpg?v=1611242488', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-934231.jpg?v=1611242488']","₹2,620","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Musturd Gold Handspun 100% Cotton Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-407890.jpg?v=1630997461', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-677556.jpg?v=1630997461', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-160852.jpg?v=1630997461', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-903652.jpg?v=1630997461', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-391490.jpg?v=1630997462']","₹2,520","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Red Yarn Dyed Mid Rise Flared Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-935772.jpg?v=1625848592', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-589634.jpg?v=1625848592', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-300859.jpg?v=1625848592', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-431036.jpg?v=1625848592']","₹4,210","The polka-dots are back, and we couldn't be happier. Made from yarn-dyed 100% cotton these pleated shorts feature half elasticated waist for the ease of wearing. It comes with inseam pockets for all your stuff and drawstring at the waist for a snug fit. Put on a pair of slide sandals and blue camisole to look effortless from AM to PM.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Vintage Plum Handspun 100% Cotton Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-924665.jpg?v=1630997464', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-315436.jpg?v=1630997464', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-694209.jpg?v=1630997465', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-668443.jpg?v=1630997465', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-784411.jpg?v=1630997465', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-139867.jpg?v=1630997465']","₹2,520","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Navy Blue Striped Paneled Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-861032.jpg?v=1611241305', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-643629.jpg?v=1611241305', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-446502.jpg?v=1611241305', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-340285.jpg?v=1611241305', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-653218.jpg?v=1611241305', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-919867.jpg?v=1611241305']","₹2,580","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Beige 100% Cotton Low-Rise Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3304.jpg?v=1639981239', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3316.jpg?v=1639981246', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3301.jpg?v=1639981246', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3308.jpg?v=1639981246', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3311.jpg?v=1639981246']","₹3,130","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. All products shown in this picture, apart from this Pant, are purely for Styling and Photography purposes. These will not be included in your order.We have a vast range of pants in women's petite sizes, along with tall women's clothing. We have an array of designer plus size pants for women."
Mint Green Tie and Dye Bermuda Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-467772.jpg?v=1625990180', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-662673.jpg?v=1625990180', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-491595.jpg?v=1625990180', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-871514.jpg?v=1625990180', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-446455.jpg?v=1625990180', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-906073.jpg?v=1625990180', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-950368.jpg?v=1625990180']","₹2,970","Nothing's better than a pair of breezy Bermuda shorts on a hot sunny day. These loose-fit cotton shorts are a perfect blend of comfort and utility. The fully elasticated waist ensures a snug fit, while the inseam pockets are large enough to keep all your stuff. Take a break and lounge in these shorts styles with a white camisole and slide sandals.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Handspun Solid Red Casual Cotton Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-350110.jpg?v=1626191935', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-484823.jpg?v=1626191935', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-548788.jpg?v=1626191935', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-734030.jpg?v=1626191935', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-566447.jpg?v=1626191935']","₹3,100","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
